"zone","state","sector","lga","ea","hhid","dist_road2","dist_popcenter2","dist_market","dist_border2","dist_admctr","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","fsrad3_agpct","fsrad3_lcmaj","popdensity","ssa_aez09","afmnslp_pct","srtm_nga","twi_nga","srtm_nga_5_15","sq1","sq2","sq3","sq4","sq5","sq6","sq7","anntot_avg","wetQ_avg","wetQ_avgstart","h2015_tot","h2015_wetQ","h2015_wetQstart","eviarea_avg","evimax_avg","grn_avg","sen_avg","h2015_eviarea","h2015_evimax","h2015_grn","h2015_sen","LAT_DD_MOD","LON_DD_MOD","distY1Y3"
5,12,1,1202,2710,120030,2.1,3.9,95.2,308.2,4.7,261,246,2003,334,903,0,170,7870,313,0,90,16,1,3,2,1,1,1,1,1,1466,626,14,1196,522,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.33665067996,5.59674395675,
5,12,1,1212,0,120031,2.3,3,91.4,308.8,3.6,261,246,2037,339,924,10,40,9710,313,1.75,80,14,1,3,2,1,1,1,1,1,1458,624,14,1186,512,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.32069789207,5.61852022931,7
5,12,1,1212,1392,120032,1.5,3.8,95.1,313.2,3.7,265,249,1981,332,894,0,190,4110,313,1.75,40,14,4,3,2,1,1,1,1,1,1469,622,15,1206,513,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.35671357662,5.63477919828,
5,12,1,1212,0,120033,3.4,7.6,98,315.2,7.5,259,244,1962,331,878,60,30,250,313,0,120,13,1,3,2,1,1,1,1,1,1476,622,15,1218,516,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.35671357662,5.63477919828,
5,12,1,1212,1392,120034,1.5,3.8,95.1,313.2,3.7,265,249,1981,332,894,0,190,4110,313,1.75,40,13,4,3,2,1,1,1,1,1,1469,622,15,1206,513,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.35671357662,5.63477919828,
5,12,1,1212,1392,120035,0.4,11,96.3,320.9,10.6,260,245,1963,332,876,60,30,90,313,1.75,110,14,1,3,2,1,1,1,1,1,1474,617,16,1221,498,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.35671357662,5.63477919828,
5,12,1,1212,1392,120036,1.5,3.6,95.1,312.9,3.6,265,249,1981,332,894,0,190,4110,313,1.75,50,13,4,3,2,1,1,1,1,1,1469,622,15,1205,513,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.35671357662,5.63477919828,
5,12,1,1212,1392,120037,1.5,3.8,95.2,313.2,3.8,265,249,1981,332,894,0,190,4110,313,1.75,40,13,4,3,2,1,1,1,1,1,1469,622,15,1206,513,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.35671357662,5.63477919828,
5,12,1,1212,1392,120038,1.5,3.8,95.1,313.2,3.8,265,249,1981,332,894,0,190,4110,313,1.75,40,13,4,3,2,1,1,1,1,1,1469,622,15,1206,513,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.35671357662,5.63477919828,
5,12,1,1212,1392,120039,1.5,3.8,95.1,313.2,3.8,265,249,1981,332,894,0,190,4110,313,1.75,40,13,4,3,2,1,1,1,1,1,1469,622,15,1206,513,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.35671357662,5.63477919828,
5,12,1,1212,1392,120040,1.5,3.7,95.1,313.1,3.7,265,249,1981,332,894,0,190,4110,313,1.75,40,13,4,3,2,1,1,1,1,1,1469,622,15,1206,513,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.35671357662,5.63477919828,
5,12,2,1208,526,120041,9.2,23.3,136.3,390.1,126,253,236,1318,246,563,0,60,1180,313,10.51,320,14,6,1,1,2,1,1,1,2,1208,550,18,1071,437,19,55.6,0.5664,107,328,62.7,0.5562,92,331,7.2775054367,6.27529360525,
5,12,2,1208,526,120042,9.2,23.3,136.3,390.1,126,253,236,1318,246,563,0,60,1180,313,10.51,320,14,6,1,1,2,1,1,1,2,1208,549,18,1071,437,19,55.6,0.5664,107,328,62.7,0.5562,92,331,7.2775054367,6.27529360525,
5,12,2,1208,526,120043,9.2,23.3,136.3,390.1,126,253,236,1318,246,563,0,60,1180,313,10.51,320,14,6,1,1,2,1,1,1,2,1208,549,18,1070,437,19,55.6,0.5664,107,328,62.7,0.5562,92,331,7.2775054367,6.27529360525,
5,12,2,1208,526,120044,9.2,23.3,136.3,390.1,126,253,236,1318,246,563,0,60,1180,313,10.51,320,14,6,1,1,2,1,1,1,2,1208,549,18,1070,437,19,55.6,0.5664,107,328,62.7,0.5562,92,331,7.2775054367,6.27529360525,
5,12,2,1208,526,120045,9.1,23.3,136.3,390.1,126,253,236,1318,246,563,0,60,1180,313,10.51,320,13,6,1,1,2,1,1,1,2,1208,549,18,1070,437,19,55.6,0.5664,107,328,62.7,0.5562,92,331,7.2775054367,6.27529360525,
5,12,2,1208,526,120046,9.1,23.3,136.3,390.2,126,253,236,1318,246,563,0,60,1180,313,10.51,320,13,6,1,1,2,1,1,1,2,1207,549,18,1070,437,19,55.6,0.5664,107,328,62.7,0.5562,92,331,7.2775054367,6.27529360525,
5,12,2,1208,526,120047,9.1,23.3,136.3,390.2,126,253,236,1318,246,563,0,60,1180,313,10.51,320,13,6,1,1,2,1,1,1,2,1207,549,18,1070,437,19,55.6,0.5664,107,328,62.7,0.5562,92,331,7.2775054367,6.27529360525,
5,12,2,1208,526,120048,9,23.3,136.2,390.2,126.1,253,236,1318,246,563,0,60,1180,313,10.51,320,18,6,1,1,2,1,1,1,2,1207,549,18,1070,437,19,55.6,0.5664,107,328,62.7,0.5562,92,331,7.2775054367,6.27529360525,
5,12,2,1208,526,120049,9,23.3,136.2,390.2,126,253,236,1318,246,563,0,60,1180,313,10.51,320,13,6,1,1,2,1,1,1,2,1207,549,18,1070,437,19,55.6,0.5664,107,328,62.7,0.5562,92,331,7.2775054367,6.27529360525,
5,12,2,1208,526,120050,9.1,23.3,136.2,390.2,126,253,236,1318,246,563,0,60,1180,313,10.51,320,13,6,1,1,2,1,1,1,2,1207,549,18,1070,437,19,55.6,0.5664,107,328,62.7,0.5562,92,331,7.2775054367,6.27529360525,
5,12,2,1216,618,120051,15.6,20.2,124.8,365.8,93.6,258,242,1431,264,607,8,130,40,313,6.99,210,13,6,2,2,2,1,1,1,2,1281,572,18,1102,442,23,55.6,0.5664,107,328,62.7,0.5562,92,331,7.03818788075,6.06581164329,
5,12,2,1216,618,120052,15.6,20.2,124.7,365.8,93.6,258,242,1431,264,607,4,130,40,313,6.99,210,12,6,2,2,2,1,1,1,2,1281,572,18,1102,442,23,55.6,0.5664,107,328,62.7,0.5562,92,331,7.03818788075,6.06581164329,
5,12,2,1216,618,120053,15.5,20.2,124.8,365.8,93.6,258,242,1431,264,607,8,130,40,313,6.99,210,13,6,2,2,2,1,1,1,2,1281,572,18,1102,442,23,55.6,0.5664,107,328,62.7,0.5562,92,331,7.03818788075,6.06581164329,
5,12,2,1216,618,120054,15.5,20.1,124.7,365.8,93.6,258,242,1431,264,607,8,130,40,313,6.99,210,13,6,2,2,2,1,1,1,2,1281,572,18,1102,442,23,55.6,0.5664,107,328,62.7,0.5562,92,331,7.03818788075,6.06581164329,
5,12,2,1216,618,120055,15,19.4,124.3,366.6,94,259,243,1428,264,607,15,40,40,313,6.99,180,12,4,3,2,2,1,1,1,2,1280,572,18,1101,441,23,55.6,0.5664,107,328,62.7,0.5562,92,331,7.03818788075,6.06581164329,
5,12,2,1216,618,120056,15.5,20.1,124.8,365.8,93.6,259,243,1428,264,607,8,130,80,313,6.99,210,13,6,3,2,2,1,1,1,2,1281,572,18,1102,442,23,55.6,0.5664,107,328,62.7,0.5562,92,331,7.03818788075,6.06581164329,
5,12,2,1216,618,120057,15.5,20.1,124.7,365.8,93.6,259,243,1428,264,607,8,130,40,313,6.99,210,13,6,3,2,2,1,1,1,2,1281,572,18,1102,442,23,55.6,0.5664,107,328,62.7,0.5562,92,331,7.03818788075,6.06581164329,
5,12,2,1216,618,120058,15.5,20.1,124.8,365.8,93.6,259,243,1428,264,607,8,130,40,313,6.99,210,13,6,3,2,2,1,1,1,2,1281,572,18,1102,442,23,55.6,0.5664,107,328,62.7,0.5562,92,331,7.03818788075,6.06581164329,
5,12,2,1216,618,120059,15.5,20.1,124.8,365.8,93.6,259,243,1428,264,607,8,130,80,313,6.99,210,13,6,3,2,2,1,1,1,2,1281,572,18,1102,442,23,55.6,0.5664,107,328,62.7,0.5562,92,331,7.03818788075,6.06581164329,
5,12,2,1216,0,120060,15.5,20.1,124.8,365.8,93.6,259,243,1428,264,607,8,130,80,313,6.99,210,13,6,3,2,2,1,1,1,2,1281,572,18,1102,442,23,55.6,0.5664,107,328,62.7,0.5562,92,331,7.03818788075,6.06581164329,
5,12,2,1210,462,120061,3.2,22.2,70,376.6,66.6,258,242,1797,319,757,60,30,120,313,1.75,210,13,6,2,2,1,1,1,1,1,1459,622,16,1358,492,5,55.6,0.5664,107,328,62.7,0.5562,92,331,6.43267960199,6.19725881709,
5,12,2,1210,462,120062,3.2,22.2,70,376.6,66.5,258,242,1797,319,757,60,30,120,313,1.75,210,13,6,2,2,1,1,1,1,1,1459,622,16,1358,492,5,55.6,0.5664,107,328,62.7,0.5562,92,331,6.43267960199,6.19725881709,
5,12,2,1210,462,120063,3.2,22.3,70,376.6,66.5,258,242,1797,319,757,60,30,120,313,1.75,210,13,6,2,2,1,1,1,1,1,1459,622,16,1358,492,5,55.6,0.5664,107,328,62.7,0.5562,92,331,6.43267960199,6.19725881709,
5,12,2,1210,462,120064,3.1,22.3,70.1,376.6,66.5,258,242,1797,319,757,60,30,120,313,1.75,210,17,6,2,2,1,1,1,1,1,1459,622,16,1358,492,5,55.6,0.5664,107,328,62.7,0.5562,92,331,6.43267960199,6.19725881709,
5,12,2,1210,462,120065,3.2,22.2,70.1,376.5,66.5,258,242,1797,319,757,60,30,120,313,1.75,210,13,6,2,2,1,1,1,1,1,1459,622,16,1358,492,5,55.6,0.5664,107,328,62.7,0.5562,92,331,6.43267960199,6.19725881709,
5,12,2,1210,462,120066,3.2,22.2,70.1,376.5,66.5,258,242,1797,319,757,60,30,120,313,1.75,210,13,6,2,2,1,1,1,1,1,1459,622,16,1358,492,5,55.6,0.5664,107,328,62.7,0.5562,92,331,6.43267960199,6.19725881709,
5,12,2,1210,462,120067,3.2,22.2,70.1,376.5,66.4,258,242,1797,319,757,60,30,120,313,1.75,210,13,6,2,2,1,1,1,1,1,1459,622,16,1358,492,5,55.6,0.5664,107,328,62.7,0.5562,92,331,6.43267960199,6.19725881709,
5,12,2,1210,462,120068,3.2,22.2,70.2,376.4,66.4,258,242,1797,319,757,60,30,120,313,1.75,210,20,6,2,2,1,1,1,1,1,1459,622,16,1358,492,5,55.6,0.5664,107,328,62.7,0.5562,92,331,6.43267960199,6.19725881709,
5,12,2,1210,462,120069,3.1,22.3,70.2,376.4,66.4,258,242,1797,319,757,60,30,120,313,1.75,210,20,6,2,2,1,1,1,1,1,1459,622,16,1358,492,5,55.6,0.5664,107,328,62.7,0.5562,92,331,6.43267960199,6.19725881709,
5,12,2,1210,462,120070,3.2,22.3,70.2,376.4,66.4,258,242,1797,319,757,60,30,120,313,1.75,210,20,6,2,2,1,1,1,1,1,1459,622,16,1358,492,5,55.6,0.5664,107,328,62.7,0.5562,92,331,6.43267960199,6.19725881709,
5,12,2,1204,736,120071,0.5,10.8,79.3,380.1,76.8,253,237,1699,309,709,28,30,330,313,1.75,310,13,2,2,2,1,1,1,1,1,1394,600,16,1304,474,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.65726327818,6.26200391636,
5,12,2,1204,736,120072,0.5,10.7,79.3,380.1,76.8,253,237,1699,309,709,22,40,330,313,1.75,300,15,2,2,2,1,1,1,1,1,1394,600,16,1304,474,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.65726327818,6.26200391636,
5,12,2,1204,736,120073,0.5,10.8,79.3,380.1,76.8,253,237,1699,309,709,28,30,330,313,1.75,300,13,2,2,2,1,1,1,1,1,1394,600,16,1304,474,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.65726327818,6.26200391636,
5,12,2,1204,736,120074,2,12,80.6,378.5,75.5,252,236,1703,309,709,45,30,810,313,3.49,310,12,2,2,2,1,1,1,1,1,1397,600,16,1303,472,5,55.6,0.5664,107,328,62.7,0.5562,92,331,6.65726327818,6.26200391636,
5,12,2,1204,736,120075,0.8,10.9,79.5,379.9,76.6,253,237,1699,309,709,31,30,110,313,1.75,300,16,2,2,2,1,1,1,1,1,1394,600,16,1304,473,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.65726327818,6.26200391636,
5,12,2,1204,736,120076,0.6,10.9,79.4,380,76.7,253,237,1699,309,709,28,30,330,313,1.75,300,15,2,2,2,1,1,1,1,1,1394,600,16,1304,473,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.65726327818,6.26200391636,
5,12,2,1204,736,120078,0.6,10.9,79.3,380,76.7,253,237,1699,309,709,28,30,330,313,1.75,300,13,2,2,2,1,1,1,1,1,1394,600,16,1304,474,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.65726327818,6.26200391636,
5,12,2,1204,736,120079,0.7,10.9,79.4,379.9,76.6,253,237,1699,309,709,35,30,330,313,1.75,300,17,2,2,2,1,1,1,1,1,1394,600,16,1304,473,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.65726327818,6.26200391636,
5,12,2,1204,736,120080,0.7,11,79.5,379.9,76.6,253,237,1699,309,709,35,30,330,313,1.75,300,17,2,2,2,1,1,1,1,1,1394,600,16,1304,473,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.65726327818,6.26200391636,
5,12,1,1211,2220,120081,1.9,4.2,88.5,313.9,3.5,261,246,2039,341,923,0,110,6310,313,1.75,80,15,1,3,2,1,1,1,1,1,1457,619,14,1189,496,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.31723421115,5.65757847009,
5,12,1,1211,2220,120082,1.9,4.2,88.5,314,3.5,261,246,2039,341,923,0,110,6310,313,1.75,80,15,1,3,2,1,1,1,1,1,1457,619,14,1189,496,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.31723421115,5.65757847009,
5,12,1,1211,2220,120083,1.9,4.2,88.5,314,3.5,261,246,2039,341,923,0,110,6310,313,1.75,80,15,1,3,2,1,1,1,1,1,1457,619,14,1189,496,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.31723421115,5.65757847009,
5,12,1,1211,0,120084,1.9,4.3,88.4,314,3.6,261,246,2039,341,923,0,110,6310,313,1.75,80,16,1,3,2,1,1,1,1,1,1457,619,14,1189,496,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.31723421115,5.65757847009,
5,12,1,1211,2220,120085,1.8,4.2,88.4,313.9,3.6,261,246,2039,341,923,0,110,6310,313,1.75,80,14,1,3,2,1,1,1,1,1,1457,619,14,1188,496,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.31723421115,5.65757847009,
5,12,1,1211,2220,120086,1.8,4.2,88.4,313.9,3.5,261,246,2039,341,923,0,110,6310,313,1.75,80,14,1,3,2,1,1,1,1,1,1457,619,14,1188,496,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.31723421115,5.65757847009,
5,12,1,1211,0,120087,4.7,7.3,86.6,317,6.5,262,247,2047,343,924,0,140,350,313,0,80,13,1,3,2,1,1,1,1,1,1457,615,15,1191,486,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.31723421115,5.65757847009,
5,12,1,1211,2220,120088,1.8,4.1,88.5,313.9,3.5,261,246,2039,341,923,0,110,6310,313,1.75,80,13,1,3,2,1,1,1,1,1,1457,619,14,1188,497,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.31723421115,5.65757847009,
5,12,1,1211,2220,120089,1.8,4.2,88.5,313.9,3.5,261,246,2039,341,923,0,110,6310,313,1.75,80,13,1,3,2,1,1,1,1,1,1457,619,14,1188,496,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.31723421115,5.65757847009,
5,12,1,1211,2220,120090,1.8,4.1,88.6,313.9,3.4,261,246,2039,341,923,0,110,6310,313,1.75,80,14,1,3,2,1,1,1,1,1,1457,619,14,1189,497,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.31723421115,5.65757847009,
5,12,2,1214,452,120091,2.5,19.5,111.1,313,19.7,260,244,1866,317,827,60,30,100,313,3.49,100,12,4,2,2,1,1,1,1,1,1440,613,16,1227,510,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.51633680839,5.67282952693,
5,12,2,1214,452,120092,2.6,19.4,111.1,313.1,19.7,260,244,1866,317,827,60,30,110,313,3.49,90,13,4,2,2,1,1,1,1,1,1440,613,16,1227,509,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.51633680839,5.67282952693,
5,12,2,1214,452,120093,2.5,19.5,111.2,313,19.8,260,244,1866,317,827,60,30,100,313,3.49,100,13,4,2,2,1,1,1,1,1,1439,613,16,1227,510,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.51633680839,5.67282952693,
5,12,2,1214,452,120094,2.6,19.5,111.1,313.3,19.7,261,246,1863,317,827,60,30,110,313,3.49,80,18,4,2,2,1,1,1,1,1,1440,613,16,1227,509,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.51633680839,5.67282952693,
5,12,2,1214,0,120096,0.5,4.3,96.4,309.3,5,261,245,1992,333,897,0,190,7870,313,1.75,100,16,1,3,2,1,1,1,1,1,1469,625,14,1202,523,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.35472423412,5.64703466044,16
5,12,2,1214,452,120098,2.5,19.5,111.1,313.2,19.8,260,244,1866,317,827,60,30,110,313,3.49,100,12,4,2,2,1,1,1,1,1,1440,613,16,1227,509,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.51633680839,5.67282952693,
5,12,2,1214,452,120099,2.5,19.5,111.2,313,19.8,260,244,1866,317,827,60,30,100,313,3.49,100,13,4,2,2,1,1,1,1,1,1439,613,16,1227,510,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.51633680839,5.67282952693,
5,12,2,1214,452,120100,2.5,19.5,111.2,313,19.8,260,244,1866,317,827,60,30,100,313,3.49,100,13,4,2,2,1,1,1,1,1,1439,613,16,1227,510,9,55.6,0.5664,107,328,62.7,0.5562,92,331,6.51633680839,5.67282952693,
6,13,1,1310,0,130001,0,0.4,147.6,287.9,20,253,235,1360,237,561,5,110,13290,313,10.51,370,13,6,1,1,1,1,1,1,1,1310,552,16,1351,535,8,68.4,0.5903,90,315,79.2,0.5743,68,321,7.49600299304,5.22505704647,
6,13,1,1310,0,130003,0.3,0.3,147.9,288.4,19.3,253,235,1355,237,559,1,110,11530,313,8.75,380,14,2,1,1,1,1,1,1,1,1311,553,16,1355,535,8,68.4,0.5903,90,315,79.2,0.5743,68,321,7.49600299304,5.22505704647,
6,13,1,1310,0,130004,0.5,0.3,148,288.5,19.4,253,235,1360,237,561,0,130,11530,313,10.51,380,13,2,1,1,1,1,1,1,1,1311,553,16,1355,535,8,68.4,0.5903,90,315,79.2,0.5743,68,321,7.49600299304,5.22505704647,
6,13,1,1310,0,130005,0.2,0.5,147.7,288.3,19.2,253,235,1355,237,559,2,130,13300,313,8.75,380,16,2,1,1,1,1,1,1,1,1311,553,16,1355,535,8,68.4,0.5903,90,315,79.2,0.5743,68,321,7.49600299304,5.22505704647,
6,13,1,1310,0,130007,1.2,1.3,148.7,289.4,18.5,253,236,1353,237,559,16,130,190,313,1.75,370,12,6,1,1,1,1,1,1,1,1312,553,16,1360,535,8,68.4,0.5903,90,315,79.2,0.5743,68,321,7.49600299304,5.22505704647,
6,13,1,1310,0,130008,1.2,1.3,148.7,289.4,18.5,253,236,1353,237,559,16,130,190,313,1.75,370,12,6,1,1,1,1,1,1,1,1312,553,16,1360,535,8,68.4,0.5903,90,315,79.2,0.5743,68,321,7.49600299304,5.22505704647,
6,13,1,1310,1300,130010,0.4,0.3,148,288.5,19.3,253,235,1355,237,559,0,130,11530,313,8.75,380,14,2,1,1,1,1,1,1,1,1311,553,16,1355,535,8,68.4,0.5903,90,315,79.2,0.5743,68,321,7.49600299304,5.22505704647,
6,13,1,1314,6,130011,14.7,1.1,169.9,308,28.6,251,233,1347,240,566,31,20,1390,313,1.75,380,15,2,1,1,1,1,1,1,1,1304,550,18,1374,532,23,68.4,0.5903,90,315,79.2,0.5743,68,321,7.46485632748,5.4293907403,
6,13,1,1314,6,130012,14.7,1.1,169.9,308,28.6,252,234,1346,240,565,31,20,1390,313,1.75,380,15,2,1,1,1,1,1,1,1,1304,550,18,1374,532,23,68.4,0.5903,90,315,79.2,0.5743,68,321,7.46485632748,5.4293907403,
6,13,1,1314,6,130013,14.7,1.1,169.9,308,28.6,252,234,1346,240,565,31,20,1390,313,1.75,380,15,2,1,1,1,1,1,1,1,1304,550,18,1374,532,23,68.4,0.5903,90,315,79.2,0.5743,68,321,7.46485632748,5.4293907403,
6,13,1,1314,6,130014,14.6,1.2,170,308.1,28.6,251,233,1347,240,566,35,30,350,313,1.75,380,13,2,1,1,1,1,1,1,1,1304,550,18,1374,532,23,68.4,0.5903,90,315,79.2,0.5743,68,321,7.46485632748,5.4293907403,
6,13,1,1314,6,130015,14.7,1.2,170.1,308.1,28.8,251,233,1347,240,566,41,30,1390,313,1.75,390,14,2,1,1,1,1,1,1,1,1304,550,18,1372,531,23,68.4,0.5903,90,315,79.2,0.5743,68,321,7.46485632748,5.4293907403,
6,13,1,1314,6,130016,14.7,1.2,170.1,308.1,28.8,251,233,1347,240,566,41,30,1390,313,1.75,390,14,2,1,1,1,1,1,1,1,1304,550,18,1372,531,23,68.4,0.5903,90,315,79.2,0.5743,68,321,7.46485632748,5.4293907403,
6,13,1,1314,6,130017,14.7,1.2,170.1,308.1,28.8,251,233,1347,240,566,41,30,1390,313,1.75,390,14,2,1,1,1,1,1,1,1,1304,550,18,1372,531,23,68.4,0.5903,90,315,79.2,0.5743,68,321,7.46485632748,5.4293907403,
6,13,1,1314,6,130018,14.8,1.2,170,308.1,28.8,251,233,1347,240,566,41,30,1390,313,1.75,390,14,2,1,1,1,1,1,1,1,1303,550,18,1372,531,23,68.4,0.5903,90,315,79.2,0.5743,68,321,7.46485632748,5.4293907403,
6,13,1,1314,0,130019,15.2,0.7,169.7,307.7,29,252,234,1350,240,567,34,20,1390,313,1.75,390,13,2,1,1,1,1,1,1,1,1303,550,18,1372,531,23,68.4,0.5903,90,315,79.2,0.5743,68,321,7.46485632748,5.4293907403,
6,13,1,1311,0,130020,9.4,24.8,181.7,324.8,25.7,250,232,1294,235,546,32,30,1950,313,1.75,440,13,2,1,1,1,1,1,1,1,1360,574,18,1381,529,22,68.4,0.5903,90,315,79.2,0.5743,68,321,7.71323678282,5.4995932546,28
6,13,1,1307,268,130021,0.3,18.4,166.6,309.5,13.8,253,235,1311,235,548,27,130,240,313,1.75,380,15,2,1,1,1,1,1,1,1,1349,568,18,1489,555,23,68.4,0.5903,90,315,79.2,0.5743,68,321,7.62206362788,5.37763959247,
6,13,1,1307,0,130023,0.3,18.3,166.6,309.6,13.9,253,235,1311,235,548,27,130,240,313,1.75,380,15,2,1,1,1,1,1,1,1,1349,568,18,1489,555,23,68.4,0.5903,90,315,79.2,0.5743,68,321,7.62206362788,5.37763959247,
6,24,1,2403,0,130024,8.8,24.3,13,46,13,267,261,1477,309,725,0,110,8000,313,0,30,16,1,3,2,1,1,1,1,1,1329,668,12,1317,616,11,45.9,0.4639,96,333,47.1,0.4356,94,333,6.58620544253,3.22852551553,265
6,13,1,1307,268,130025,0.4,18.4,166.5,309.5,13.7,253,235,1309,234,547,27,130,240,313,1.75,380,14,6,1,1,1,1,1,1,1,1349,568,18,1488,554,23,68.4,0.5903,90,315,79.2,0.5743,68,321,7.62206362788,5.37763959247,
6,13,1,1307,0,130026,1.3,19.4,166.7,309.9,13.5,253,235,1310,235,548,45,30,240,313,1.75,400,12,2,1,1,1,1,1,1,1,1351,569,18,1487,553,23,68.4,0.5903,90,315,79.2,0.5743,68,321,7.62206362788,5.37763959247,
6,13,1,1307,268,130027,0.4,18.4,166.5,309.5,13.8,253,235,1309,234,547,27,130,240,313,1.75,380,14,6,1,1,1,1,1,1,1,1349,568,18,1488,554,23,68.4,0.5903,90,315,79.2,0.5743,68,321,7.62206362788,5.37763959247,
6,13,1,1307,268,130029,0.4,18.4,166.6,309.6,13.8,253,235,1309,234,547,27,130,240,313,1.75,380,20,6,1,1,1,1,1,1,1,1349,568,18,1488,554,23,68.4,0.5903,90,315,79.2,0.5743,68,321,7.62206362788,5.37763959247,
6,13,1,1307,0,130030,0.1,18,166.1,309,13.7,253,235,1311,235,548,39,30,3670,313,1.75,380,14,2,1,1,1,1,1,1,1,1347,568,18,1488,555,23,68.4,0.5903,90,315,79.2,0.5743,68,321,7.62206362788,5.37763959247,
6,13,1,1303,626,130032,0.8,8.1,189.2,347.8,50.3,242,224,1305,241,557,12,20,3500,313,3.49,560,12,3,1,1,1,1,1,1,1,1333,568,19,1193,466,22,68.4,0.5903,90,315,79.2,0.5743,68,321,7.72299962882,5.7230213615,
6,13,1,1303,626,130033,0.5,7.6,188.7,348,50.3,242,224,1305,241,557,16,20,5690,313,3.49,560,13,7,1,1,1,1,1,1,1,1334,569,19,1195,467,22,68.4,0.5903,90,315,79.2,0.5743,68,321,7.72299962882,5.7230213615,
6,13,1,1303,626,130034,0.5,7.6,188.8,348,50.3,242,224,1305,241,557,16,20,3260,313,3.49,560,13,7,1,1,1,1,1,1,1,1334,569,19,1194,467,22,68.4,0.5903,90,315,79.2,0.5743,68,321,7.72299962882,5.7230213615,
6,13,1,1303,0,130035,0.4,6.1,187.4,348.7,50.7,242,225,1305,241,558,18,130,110,313,3.49,550,13,3,1,1,1,1,1,1,1,1337,573,19,1198,470,22,68.4,0.5903,90,315,79.2,0.5743,68,321,7.72299962882,5.7230213615,
6,13,1,1303,626,130036,0.5,7.6,188.8,348,50.3,242,224,1305,241,557,16,20,3260,313,3.49,560,13,7,1,1,1,1,1,1,1,1334,569,19,1194,467,22,68.4,0.5903,90,315,79.2,0.5743,68,321,7.72299962882,5.7230213615,
6,13,1,1303,626,130038,0.5,7.6,188.8,348,50.3,242,224,1305,241,557,16,20,3260,313,3.49,550,13,7,1,1,1,1,1,1,1,1334,569,19,1194,467,22,68.4,0.5903,90,315,79.2,0.5743,68,321,7.72299962882,5.7230213615,
6,13,1,1303,626,130039,0.3,7.4,188.7,348.1,50.4,242,224,1305,241,557,22,20,3260,313,3.49,560,12,7,1,1,1,1,1,1,1,1334,570,19,1194,467,22,68.4,0.5903,90,315,79.2,0.5743,68,321,7.72299962882,5.7230213615,
6,13,1,1303,626,130040,0.6,7.7,188.9,347.9,50.3,242,224,1305,241,557,16,20,5690,313,3.49,550,13,7,1,1,1,1,1,1,1,1333,569,19,1194,467,22,68.4,0.5903,90,315,79.2,0.5743,68,321,7.72299962882,5.7230213615,
6,13,1,1305,1232,130041,10.8,11.2,125.2,271,29.5,250,235,1348,232,545,36,30,850,313,5.24,450,15,6,2,2,2,1,1,1,2,1314,573,16,1351,603,8,68.4,0.5903,90,315,79.2,0.5743,68,321,7.60165054852,5.00019484456,
6,13,1,1305,1232,130042,10.8,11.3,125.3,271.1,29.5,250,236,1349,232,544,35,30,850,313,5.24,450,15,2,2,2,2,1,1,1,2,1314,573,16,1351,603,8,68.4,0.5903,90,315,79.2,0.5743,68,321,7.60165054852,5.00019484456,
